PassengerId,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,CabinNum,TravelingTogether,CabinNumWeighted,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,HomePlanet_nan,CryoSleep_False,CryoSleep_True,CryoSleep_nan,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,Destination_nan,VIP_False,VIP_True,VIP_nan,PassengerGroupId_01,PassengerGroupId_02,PassengerGroupId_03,PassengerGroupId_04,PassengerGroupId_05,PassengerGroupId_06,PassengerGroupId_07,PassengerGroupId_08,PassengerGroupId_nan,CabinDeck_A,CabinDeck_B,CabinDeck_C,CabinDeck_D,CabinDeck_E,CabinDeck_F,CabinDeck_G,CabinDeck_T,CabinDeck_nan,CabinSide_P,CabinSide_S,CabinSide_nan
0009_01,0.22673999216882257,-0.23385121192898772,-0.2884950809351349,1.6247002976609213,-0.27595912386282995,-0.16593832450525803,1,-1.1886926848217547,-0.6486429676662502,-0.3381990962142459,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0010_01,1.3505951587388485,0.7739543124060143,-0.28785676335882904,-0.18834036548204267,-0.27595912386282995,-0.24214736707420342,0,-1.1886926848217547,-0.6486429676662502,-0.3378421999405374,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0011_01,-0.05422379947368392,-0.33525579255093063,0.33322623838671944,-0.27916376354118927,-0.27416995183356807,-0.25670415048624917,1,-1.1867200846122123,-0.6486429676662502,-0.3381990601641172,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0012_01,0.15649904425819594,-0.2978141012443671,-0.2884950809351349,1.2014289897248984,-0.27595912386282995,-0.2626981201265033,0,-2.2425867991188745e-16,-0.6486429676662502,6.714859727290311e-17,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0014_01,-0.12446474738431056,1.6585142695235782,-0.21062033662582663,0.0,-0.27595912386282995,-0.2626981201265033,0,-1.1847474844026697,-0.6486429676662502,-0.33819902411398856,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0015_01,-0.33518759111619045,-0.34773635631978517,-0.28785676335882904,-0.299727551780996,-0.27595912386282995,0.2827531171366227,0,-1.1827748841931272,-0.6486429676662502,-0.3381989880638599,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0016_01,1.1398723150069687,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,1,-1.1808022839835846,-0.6486429676662502,-0.33819895201373124,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0017_01,-2.0209703409712296,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,1,-1.1906652850312973,-0.014568556252980229,-0.33784223599066604,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0017_02,-1.0375970702224566,0.2950126777762223,-0.2884950809351349,-0.29801390276101214,-0.27595912386282995,0.31871693497814746,0,-1.1788296837740422,-0.014568556252980229,-0.3381989159636026,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0020_01,-1.950729393060603,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,0,-1.1906652850312973,2.5217290894001,-0.3021526086198161,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0020_02,1.4208361066494752,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,0,-1.1906652850312973,2.5217290894001,-0.3021526086198161,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0020_03,0.016017148436942703,-0.34773635631978517,-0.2884950809351349,0.0,-0.27595912386282995,-0.2626981201265033,0,-1.1906652850312973,2.5217290894001,-0.3021526086198161,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0020_04,-1.3185608618649631,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,1,-1.1906652850312973,2.5217290894001,-0.3021526086198161,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0020_05,-1.950729393060603,-4.433986962075136e-17,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,0,-1.1906652850312973,2.5217290894001,-0.3021526086198161,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0020_06,-1.5292837055968431,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,0,-1.1906652850312973,2.5217290894001,-0.3021526086198161,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0022_01,-0.5459104348480703,1.1811327053648928,-0.28721844578252326,-0.1814857694021071,-0.27595912386282995,-0.2626981201265033,0,-1.1906652850312973,-0.6486429676662502,0.02229854929700183,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0024_01,2.3339684294876215,-0.34773635631978517,-0.2884950809351349,0.0,-0.27595912386282995,-0.2626981201265033,1,-1.1867200846122123,-0.6486429676662502,3.266810200565438,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0025_01,-0.9673561223118301,-0.34773635631978517,-0.1448736262663287,-0.299727551780996,0.6168377187388602,-0.2626981201265033,0,-1.1788296837740422,-0.6486429676662502,-0.3381989159636026,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0026_01,0.3672218879900758,-0.31341480595543525,3.5880075599700203,-0.299727551780996,1.010455565176479,0.018162171588261725,0,-1.1906652850312973,-0.6486429676662502,3.2668101284651807,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0028_01,0.9993904191857155,1.407342923675381,-0.2884950809351349,-0.06667128506318591,-0.23301899516054425,-0.2626981201265033,0,-1.174884483354957,-0.6486429676662502,-0.33819884386334526,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0030_01,0.22673999216882257,-0.34773635631978517,0.25407485892479953,-0.1609219811623003,0.11497496453089609,0.12519734373565694,0,-1.1827748841931272,-0.6486429676662502,-0.3378420917901514,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0031_01,1.280354210828222,-0.013881275502926916,-0.2884950809351349,2.1182312154162837,-0.27595912386282995,0.7896716924266864,1,-1.1729118831454146,0.6195058551602898,-0.3381988078132166,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0031_02,-1.8804884451499762,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,1,-1.1729118831454146,0.6195058551602898,-0.3381988078132166,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0031_03,-0.616151382758697,-4.433986962075136e-17,-0.2884950809351349,2.6991582331908255,0.6096810306218126,-0.2626981201265033,1,-1.1729118831454146,0.6195058551602898,-0.3381988078132166,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0034_01,-0.05422379947368392,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,1,-1.1886926848217547,-0.6486429676662502,0.022298585347130487,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0035_01,-0.4054285390268171,0.8753588930279572,0.32684306262366136,-0.299727551780996,0.5747921760512054,-0.2626981201265033,0,-1.1886926848217547,-0.6486429676662502,0.022298585347130487,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0036_01,-0.9673561223118301,-0.34773635631978517,0.02555716660732129,-0.21747239882176894,-0.2580674035702109,0.08067071212234053,0,-1.174884483354957,-0.6486429676662502,-0.33819884386334526,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0038_01,-0.616151382758697,0.5165426846733899,-0.16402315355550284,-0.299727551780996,2.0553320302654314,-0.2626981201265033,0,-1.170939282935872,-0.6486429676662502,-0.33819877176308794,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0039_01,0.08625809634756933,-0.34773635631978517,-0.2884950809351349,0.0,-0.27595912386282995,-0.2626981201265033,0,-1.1886926848217547,-0.6486429676662502,-0.3378421999405374,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0041_01,-0.8268742264905768,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,1,-1.1867200846122123,-0.6486429676662502,-0.3378421638904087,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0043_01,1.1398723150069687,-0.34773635631978517,-0.1838109984209828,-0.22261334588172063,1.9703463588754908,0.46942245736168,0,-1.1847474844026697,-0.6486429676662502,-0.33820226862556774,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0044_01,1.842281794113235,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,0,-1.1847474844026697,0.6195058551602898,-0.33784212784028006,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0044_02,-1.740006549328723,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,1,-1.1847474844026697,0.6195058551602898,-0.33784212784028006,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0044_03,-0.5459104348480703,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,1,-1.1847474844026697,0.6195058551602898,-0.33784212784028006,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0045_01,-0.5459104348480703,1.1655320006538246,-0.2884950809351349,0.008729271816105595,-0.27595912386282995,-0.20789611198703695,0,-1.170939282935872,-0.014568556252980229,-0.33819877176308794,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0045_02,-0.6863923306693236,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,1,-1.170939282935872,-0.014568556252980229,-0.33819877176308794,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0050_01,0.43746283590070245,0.8847193158545981,-0.2884950809351349,-0.299727551780996,0.0,-0.2626981201265033,0,-1.1886926848217547,-0.6486429676662502,-0.3021525725696874,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0051_01,1.9125227420238615,-0.34773635631978517,-0.21700351238888468,-0.299727551780996,0.9576749903132529,-0.15395038522474977,0,-1.1867200846122123,-0.6486429676662502,-0.30215253651955876,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0052_01,-2.495459764539967e-16,-0.3414960744353579,-0.2884950809351349,-0.29630025374102825,3.913387182653919,-0.2626981201265033,0,-1.1788296837740422,-0.6486429676662502,-0.3378420196898941,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0053_01,-0.2649466432055638,-0.34773635631978517,-0.2884950809351349,3.0213242489477983,-0.27595912386282995,-0.26184183874932415,1,-1.1689666827263294,-0.6486429676662502,-0.3381987357129593,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0056_01,-1.8804884451499762,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,1,-1.1886926848217547,0.6195058551602898,-0.3381666510984542,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0056_02,0.6481856796325823,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,1,-1.1886926848217547,0.6195058551602898,-0.3381666510984542,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0056_03,-0.12446474738431056,0.08752330511901601,0.09768705272987727,5.482124241644676,-0.020107523678377665,-0.2601292759949658,1,-1.1886926848217547,0.6195058551602898,-0.3381666510984542,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0058_01,0.5077037838113291,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,0,-1.1768570835644996,-0.6486429676662502,-0.3378419836397654,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0061_01,-0.47566948693744365,-0.27753318511997854,0.41110098269602763,-0.04610749682337914,0.955885818283991,-0.26184183874932415,0,-1.166994082516787,-0.6486429676662502,-0.3381986996628306,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0062_01,2.3339684294876215,-0.34773635631978517,0.0893889242379018,-0.299727551780996,-0.2607511616141038,-0.24129108569702426,0,-1.1650214823072444,-0.6486429676662502,-0.33819866361270196,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0064_01,-0.9673561223118301,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,1,-1.1630488820977019,-0.014568556252980229,-0.3381986275625733,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0064_02,0.2969809400794492,-0.34773635631978517,-0.2884950809351349,0.0,-0.27595912386282995,-0.2626981201265033,1,-1.1847474844026697,-0.014568556252980229,-0.3021525004694301,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0066_01,2.3339684294876215,-0.3461762858486783,-0.19083249176034667,0.03786130515583186,-0.27595912386282995,0.13119131337591106,0,-1.1788296837740422,-0.6486429676662502,-0.3378420196898941,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0067_01,-2.0209703409712296,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,1,-1.170939282935872,0.6195058551602898,-0.33784187548937944,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0067_02,-0.7566332785799502,-0.3461762858486783,-0.12380914624823712,0.46455991113182243,-0.27595912386282995,-0.2626981201265033,1,-1.170939282935872,0.6195058551602898,-0.33784187548937944,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0067_03,-0.5459104348480703,2.6881607804540755,-0.26487733061182006,-0.299727551780996,-0.27595912386282995,-0.24214736707420342,0,-1.1610762818881593,0.6195058551602898,-0.33819859151244464,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0068_01,-2.495459764539967e-16,0.8893995272679185,-0.2884950809351349,-0.29630025374102825,-0.049628862161199085,-0.2626981201265033,0,-1.1827748841931272,-0.6486429676662502,-0.30215246441930144,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0069_01,0.9291494712750888,1.036046151551959,-0.2884950809351349,-0.28430471060114093,-0.27059160777504426,-0.2626981201265033,1,-1.1591036816786169,-0.6486429676662502,-0.338198555462316,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0070_01,-0.6863923306693236,-0.05132296680949046,-0.2884950809351349,-0.29115930668107654,-0.275064537848199,0.35896215970556805,0,-1.1650214823072444,-0.6486429676662502,-0.33819866361270196,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0071_01,-0.8268742264905768,-0.32277522878207615,1.0934624717669335,-0.299727551780996,-0.27595912386282995,-0.2181714885131869,0,-1.1630488820977019,-0.6486429676662502,-0.3381986275625733,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0072_01,-1.0375970702224566,-0.34773635631978517,-0.28785676335882904,-0.299727551780996,-0.27595912386282995,0.6475289838149456,0,-1.1571310814690743,-0.6486429676662502,-0.33819851941218737,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0073_01,0.5779447317219557,-0.2759731146488717,-0.23551472210175303,0.9649454249671205,-0.27595912386282995,-0.2524227436003534,0,-1.1847474844026697,-0.6486429676662502,0.022298657447387803,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0074_01,0.9291494712750888,-0.3461762858486783,5.071457607304711,-0.299727551780996,-0.27595912386282995,0.1705802567261525,1,-1.1847474844026697,-0.6486429676662502,3.2668102366155667,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0076_01,-0.12446474738431056,-0.11840599706708346,-0.2884950809351349,1.444767150562612,-0.27595912386282995,-0.2626981201265033,1,-1.1551584812595317,-0.6486429676662502,-0.3381984833620587,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
0077_01,-0.05422379947368392,-0.3258953697242898,-0.2884950809351349,1.9194479290981517,-0.27595912386282995,-0.2626981201265033,1,-1.1610762818881593,-0.6486429676662502,-0.33819859151244464,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0078_01,0.6481856796325823,-0.34773635631978517,3.4392795646907675,-0.299727551780996,0.011202986833705658,8.003842295161123,0,-1.1827748841931272,-0.6486429676662502,3.2668102726656953,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0081_01,-1.1078380181330834,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,0,-1.1650214823072444,-0.6486429676662502,-0.33784176733899346,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0082_01,0.9291494712750888,11.206145552697281,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,0,-1.1591036816786169,0.6195058551602898,-0.338198555462316,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0082_02,-1.8804884451499762,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,1,-1.1591036816786169,0.6195058551602898,-0.338198555462316,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0082_03,-1.4590427576862164,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,1,-1.1591036816786169,0.6195058551602898,-0.338198555462316,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0084_01,-0.33518759111619045,0.725592127801703,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.24814133671445757,1,-1.1630488820977019,-0.6486429676662502,-0.3378417312888648,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0085_01,0.7886675754538356,-0.34773635631978517,-0.2884950809351349,-0.299727551780996,-0.27595912386282995,-0.2626981201265033,1,-1.1808022839835846,-0.6486429676662502,3.266810308715824,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
